2026-01-27 17:23:48 | INFO | POS_ErrorLogger | ================================================================================
2026-01-28 16:16:02 | INFO | POS_ErrorLogger | [STARTUP] Application started
2026-01-28 16:17:00 | INFO | POS_ErrorLogger | ================================================================================
2026-01-28 16:17:00 | INFO | POS_ErrorLogger | POS Application Started - 2026-01-28 16:17:00.679475
2026-01-28 16:17:00 | INFO | POS_ErrorLogger | ================================================================================
2026-01-28 16:17:00 | INFO | POS_ErrorLogger | [STARTUP] Application started
2026-01-28 16:18:19 | INFO | POS_ErrorLogger | ================================================================================
2026-01-28 16:18:19 | INFO | POS_ErrorLogger | POS Application Started - 2026-01-28 16:18:19.455948
2026-01-28 16:18:19 | INFO | POS_ErrorLogger | ================================================================================
2026-01-28 16:18:19 | INFO | POS_ErrorLogger | [STARTUP] Application started
2026-01-28 16:21:14 | INFO | POS_ErrorLogger | ================================================================================
2026-01-28 16:21:14 | INFO | POS_ErrorLogger | POS Application Started - 2026-01-28 16:21:14.893314
2026-01-28 16:21:14 | INFO | POS_ErrorLogger | ================================================================================
2026-01-28 16:21:14 | INFO | POS_ErrorLogger | [STARTUP] Application started
2026-01-28 16:23:38 | INFO | POS_ErrorLogger | ================================================================================
2026-01-28 16:23:38 | INFO | POS_ErrorLogger | POS Application Started - 2026-01-28 16:23:38.627639
2026-01-28 16:23:38 | INFO | POS_ErrorLogger | ================================================================================
2026-01-28 16:23:38 | INFO | POS_ErrorLogger | [STARTUP] Application started
2026-01-28 16:25:40 | INFO | POS_ErrorLogger | ================================================================================
2026-01-28 16:25:40 | INFO | POS_ErrorLogger | POS Application Started - 2026-01-28 16:25:40.086106
2026-01-28 16:25:40 | INFO | POS_ErrorLogger | ================================================================================
2026-01-28 16:25:40 | INFO | POS_ErrorLogger | [STARTUP] Application started
2026-01-28 16:30:01 | INFO | POS_ErrorLogger | ================================================================================
2026-01-28 16:30:01 | INFO | POS_ErrorLogger | POS Application Started - 2026-01-28 16:30:01.159162
2026-01-28 16:30:01 | INFO | POS_ErrorLogger | ================================================================================
2026-01-28 16:30:01 | INFO | POS_ErrorLogger | [STARTUP] Application started
2026-01-28 16:31:13 | INFO | POS_ErrorLogger | ================================================================================
2026-01-28 16:31:13 | INFO | POS_ErrorLogger | POS Application Started - 2026-01-28 16:31:13.992838
2026-01-28 16:31:13 | INFO | POS_ErrorLogger | ================================================================================
2026-01-28 16:31:13 | INFO | POS_ErrorLogger | [STARTUP] Application started
2026-01-28 16:33:40 | INFO | POS_ErrorLogger | ================================================================================
2026-01-28 16:33:40 | INFO | POS_ErrorLogger | POS Application Started - 2026-01-28 16:33:40.275417
2026-01-28 16:33:40 | INFO | POS_ErrorLogger | ================================================================================
2026-01-28 16:33:40 | INFO | POS_ErrorLogger | [STARTUP] Application started
2026-01-28 16:35:08 | INFO | POS_ErrorLogger | ================================================================================
2026-01-28 16:35:08 | INFO | POS_ErrorLogger | POS Application Started - 2026-01-28 16:35:08.643492
2026-01-28 16:35:08 | INFO | POS_ErrorLogger | ================================================================================
2026-01-28 16:35:08 | INFO | POS_ErrorLogger | [STARTUP] Application started
2026-01-28 16:36:15 | INFO | POS_ErrorLogger | ================================================================================
2026-01-28 16:36:15 | INFO | POS_ErrorLogger | POS Application Started - 2026-01-28 16:36:15.885959
2026-01-28 16:36:15 | INFO | POS_ErrorLogger | ================================================================================
2026-01-28 16:36:15 | INFO | POS_ErrorLogger | [STARTUP] Application started
2026-01-28 16:37:32 | INFO | POS_ErrorLogger | ================================================================================
2026-01-28 16:37:32 | INFO | POS_ErrorLogger | POS Application Started - 2026-01-28 16:37:32.759909
2026-01-28 16:37:32 | INFO | POS_ErrorLogger | ================================================================================
2026-01-28 16:37:32 | INFO | POS_ErrorLogger | [STARTUP] Application started
2026-01-28 16:39:19 | INFO | POS_ErrorLogger | ================================================================================
2026-01-28 16:39:19 | INFO | POS_ErrorLogger | POS Application Started - 2026-01-28 16:39:19.427598
2026-01-28 16:39:19 | INFO | POS_ErrorLogger | ================================================================================
2026-01-28 16:39:19 | INFO | POS_ErrorLogger | [STARTUP] Application started
2026-01-28 16:40:55 | INFO | POS_ErrorLogger | ================================================================================
2026-01-28 16:40:55 | INFO | POS_ErrorLogger | POS Application Started - 2026-01-28 16:40:55.010888
2026-01-28 16:40:55 | INFO | POS_ErrorLogger | ================================================================================
2026-01-28 16:40:55 | INFO | POS_ErrorLogger | [STARTUP] Application started
2026-01-28 16:42:24 | INFO | POS_ErrorLogger | ================================================================================
2026-01-28 16:42:24 | INFO | POS_ErrorLogger | POS Application Started - 2026-01-28 16:42:24.512026
2026-01-28 16:42:24 | INFO | POS_ErrorLogger | ================================================================================
2026-01-28 16:42:24 | INFO | POS_ErrorLogger | [STARTUP] Application started
2026-01-28 16:45:37 | INFO | POS_ErrorLogger | ================================================================================
2026-01-28 16:45:37 | INFO | POS_ErrorLogger | POS Application Started - 2026-01-28 16:45:37.780282
2026-01-28 16:45:37 | INFO | POS_ErrorLogger | ================================================================================
2026-01-28 16:45:37 | INFO | POS_ErrorLogger | [STARTUP] Application started
2026-01-28 16:54:40 | INFO | POS_ErrorLogger | ================================================================================
2026-01-28 16:54:40 | INFO | POS_ErrorLogger | POS Application Started - 2026-01-28 16:54:40.198982
2026-01-28 16:54:40 | INFO | POS_ErrorLogger | ================================================================================
2026-01-28 16:54:40 | INFO | POS_ErrorLogger | [STARTUP] Application started
2026-01-28 16:56:28 | INFO | POS_ErrorLogger | ================================================================================
2026-01-28 16:56:28 | INFO | POS_ErrorLogger | POS Application Started - 2026-01-28 16:56:28.022646
2026-01-28 16:56:28 | INFO | POS_ErrorLogger | ================================================================================
2026-01-28 16:56:28 | INFO | POS_ErrorLogger | [STARTUP] Application started
2026-01-28 16:58:22 | INFO | POS_ErrorLogger | ================================================================================
2026-01-28 16:58:22 | INFO | POS_ErrorLogger | POS Application Started - 2026-01-28 16:58:22.017653
2026-01-28 16:58:22 | INFO | POS_ErrorLogger | ================================================================================
2026-01-28 16:58:22 | INFO | POS_ErrorLogger | [STARTUP] Application started
2026-01-28 17:06:43 | INFO | POS_ErrorLogger | ================================================================================
2026-01-28 17:06:43 | INFO | POS_ErrorLogger | POS Application Started - 2026-01-28 17:06:43.153079
2026-01-28 17:06:43 | INFO | POS_ErrorLogger | ================================================================================
2026-01-28 17:06:43 | INFO | POS_ErrorLogger | [STARTUP] Application started
2026-01-28 17:13:34 | INFO | POS_ErrorLogger | ================================================================================
2026-01-28 17:13:34 | INFO | POS_ErrorLogger | POS Application Started - 2026-01-28 17:13:34.349602
2026-01-28 17:13:34 | INFO | POS_ErrorLogger | ================================================================================
2026-01-28 17:13:34 | INFO | POS_ErrorLogger | [STARTUP] Application started
2026-01-28 17:15:12 | INFO | POS_ErrorLogger | ================================================================================
2026-01-28 17:15:12 | INFO | POS_ErrorLogger | POS Application Started - 2026-01-28 17:15:12.859629
2026-01-28 17:15:12 | INFO | POS_ErrorLogger | ================================================================================
2026-01-28 17:15:12 | INFO | POS_ErrorLogger | [STARTUP] Application started
2026-01-28 17:20:08 | INFO | POS_ErrorLogger | ================================================================================
2026-01-28 17:20:08 | INFO | POS_ErrorLogger | POS Application Started - 2026-01-28 17:20:08.174104
2026-01-28 17:20:08 | INFO | POS_ErrorLogger | ================================================================================
2026-01-28 17:20:08 | INFO | POS_ErrorLogger | [STARTUP] Application started
2026-01-28 17:21:58 | INFO | POS_ErrorLogger | ================================================================================
2026-01-28 17:21:58 | INFO | POS_ErrorLogger | POS Application Started - 2026-01-28 17:21:58.191151
2026-01-28 17:21:58 | INFO | POS_ErrorLogger | ================================================================================
2026-01-28 17:21:58 | INFO | POS_ErrorLogger | [STARTUP] Application started
2026-01-28 17:37:06 | INFO | POS_ErrorLogger | ================================================================================
2026-01-28 17:37:06 | INFO | POS_ErrorLogger | POS Application Started - 2026-01-28 17:37:06.895431
2026-01-28 17:37:06 | INFO | POS_ErrorLogger | ================================================================================
2026-01-28 17:37:06 | INFO | POS_ErrorLogger | [STARTUP] Application started
2026-01-28 19:10:14 | INFO | POS_ErrorLogger | ================================================================================
2026-01-28 19:10:14 | INFO | POS_ErrorLogger | POS Application Started - 2026-01-28 19:10:14.930429
2026-01-28 19:10:14 | INFO | POS_ErrorLogger | ================================================================================
2026-01-28 19:10:14 | INFO | POS_ErrorLogger | [STARTUP] Application started
2026-01-28 19:45:47 | INFO | POS_ErrorLogger | ================================================================================
2026-01-28 19:45:47 | INFO | POS_ErrorLogger | POS Application Started - 2026-01-28 19:45:47.752998
2026-01-28 19:45:47 | INFO | POS_ErrorLogger | ================================================================================
2026-01-28 19:45:47 | INFO | POS_ErrorLogger | [STARTUP] Application started
2026-01-28 20:01:32 | INFO | POS_ErrorLogger | ================================================================================
2026-01-28 20:01:32 | INFO | POS_ErrorLogger | POS Application Started - 2026-01-28 20:01:32.615416
2026-01-28 20:01:32 | INFO | POS_ErrorLogger | ================================================================================
2026-01-28 20:01:32 | INFO | POS_ErrorLogger | [STARTUP] Application started
